original_order,file,language,corpus,participant,.,sex,.,.,role,.,name,line,token,environment,tier
4592,030600a.cha,spa,Linaza,ADU,.,.,.,.,Adult,.,.,135,.,"ya , porque Jaime está dormido .%mor: adv|ya=already cm|cm conj|porque=because n:prop|Jaime cop|esta-3S&PRES=be part|dormi-PRPART-m=sleep .",%mor:
4593,030600a.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,138,.,a bueno .%mor: prepart|a=to co|bueno=good .,%mor:
4594,030600b.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,9,?,me cuentas que cuento me vas a contar ?%mor: pro:obj|me=me v|conta-2S&PRES=count_tell pro:rel|que=that v|conta-1S&PRES=count_tell pro:obj|me=me v|i-2S&PRES=go prepart|a=to inf|conta-INF=count_tell ?,%mor:
4595,030600b.cha,spa,Linaza,CHI,3;06.00,.,.,.,Target_Child,.,.,13,.,eh tu tuenta [: cuenta] [*] mi el zoo .%mor: co|eh det:poss|tu=your co|cuenta det:poss|mi=my det:art|el&m&SG=the n|zoo&m=zoo .,%mor:
4596,030600b.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,16,?,yo te cuento a ti el del zorro ?%mor: pro:sub|yo=I pro:obj|te=you v|conta-1S&PRES=count_tell prepart|a=to pro:prep|ti=you det:art|el&m&SG=the prep|de~det:art|el&m=of n|zorro-m=fox ?,%mor:
4597,030600b.cha,spa,Linaza,CHI,3;06.00,.,.,.,Target_Child,.,.,20,.,sí .%mor: co|sí=yes .,%mor:
4598,030600b.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,22,?,o me lo cuentas tu a mi ?%mor: coord|o=or pro:obj|me=me pro:obj|le-m=him v|conta-2S&PRES=count_tell det:poss|tu=your prepart|a=to det:poss|mi=my ?,%mor:
4599,030600b.cha,spa,Linaza,CHI,3;06.00,.,.,.,Target_Child,.,.,26,.,mi .%mor: det:poss|mi=my .,%mor:
4600,030600b.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,28,.,había una vez .%mor: v|habe-13S&PAS=have det:art|un-f=one n|vez&f=turn .,%mor:
4601,030600b.cha,spa,Linaza,CHI,3;06.00,.,.,.,Target_Child,.,.,30,.,cuerda zoo .%mor: n|cuerda&f=string n|zoo&m=zoo .,%mor:
4602,030600b.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,32,.,me acuerdo del zorro sí .%mor: pro:obj|me=me n|acuerdo&m=opinion prep|de~det:art|el&m=of n|zorro-m=fox co|sí=yes .,%mor:
4603,030600b.cha,spa,Linaza,CHI,3;06.00,.,.,.,Target_Child,.,.,35,.,am am y emio@c [= comió] la pega .%mor: co|am co|am coord|y=and chi|emio det:art|el&f&SG=the n|pega&f=cement .,%mor:
4604,030600b.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,38,?,se comió la pega ?%mor: pro:refl|se=itself v|come-3S&PRET=eat det:art|el&f&SG=the n|pega&f=cement ?,%mor:
4605,030600b.cha,spa,Linaza,CHI,3;06.00,.,.,.,Target_Child,.,.,41,.,sí .%mor: co|sí=yes .,%mor:
4606,030600b.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,43,?,"y , y donde estaba la pega ?%mor: coord|y=and cm|cm coord|y=and pro:rel|donde=where cop|esta-13S&PAS=be det:art|el&f&SG=the n|pega&f=cement ?",%mor:
4607,030600b.cha,spa,Linaza,CHI,3;06.00,.,.,.,Target_Child,.,.,46,.,en el nido .%mor: prep|en=in det:art|el&m&SG=the n|nido&m=nest .,%mor:
4608,030600b.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,48,?,en el nido ?%mor: prep|en=in det:art|el&m&SG=the n|nido&m=nest ?,%mor:
4609,030600b.cha,spa,Linaza,CHI,3;06.00,.,.,.,Target_Child,.,.,50,.,sí e(l) (Gar)aban .%mor: co|sí=yes det:art|el&m&SG=the n:prop|Garaban .,%mor:
4610,030600b.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,52,.,el Garaban .%mor: det:art|el&m&SG=the n:prop|Garaban .,%mor:
4611,030600b.cha,spa,Linaza,CHI,3;06.00,.,.,.,Target_Child,.,.,54,.,un pajo [: pájaro] es un pajo [: pájaro] .%mor: det:art|un&m=one n|pájaro-m=bird cop|se-3S&PRES=be det:art|un&m=one n|pájaro-m=bird .,%mor:
4612,030600b.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,57,.,"el Garaban es un pájaro , sí .%mor: det:art|el&m&SG=the n:prop|Garaban cop|se-3S&PRES=be det:art|un&m=one n|pájaro-m=bird cm|cm co|sí=yes .",%mor:
4613,030600b.cha,spa,Linaza,CHI,3;06.00,.,.,.,Target_Child,.,.,60,.,sí y donde está .%mor: co|sí=yes coord|y=and pro:rel|donde=where cop|esta-3S&PRES=be .,%mor:
4614,030600b.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,62,?,el Garaban ?%mor: det:art|el&m&SG=the n:prop|Garaban ?,%mor:
4615,030600b.cha,spa,Linaza,CHI,3;06.00,.,.,.,Target_Child,.,.,64,.,sí .%mor: co|sí=yes .,%mor:
4616,030600b.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,66,?,"donde está el Garaban , donde está ?%mor: pro:rel|donde=where cop|esta-3S&PRES=be det:art|el&m&SG=the n:prop|Garaban cm|cm pro:rel|donde=where cop|esta-3S&PRES=be ?",%mor:
4617,030600b.cha,spa,Linaza,CHI,3;06.00,.,.,.,Target_Child,.,.,69,.,meando .%mor: part|mea-PRPART=piss .,%mor:
4618,030600b.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,71,?,volando ?%mor: part|vola-PRPART=fly ?,%mor:
4619,030600b.cha,spa,Linaza,CHI,3;06.00,.,.,.,Target_Child,.,.,74,.,xxx mira Jaime .%mor: co|mira=look n:prop|Jaime .,%mor:
4620,030600b.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,76,?,"que le pasa a Jaime , eh ?%mor: pro:rel|que=that pro:ind|le&m=him v|pasa-3S&PRES=pass prepart|a=to n:prop|Jaime cm|cm co|eh ?",%mor:
4621,030600b.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,80,?,(.) que le pasa ?%mor: pro:rel|que=that pro:ind|le&m=him v|pasa-3S&PRES=pass ?,%mor:
4622,030600b.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,82,!,ay !%mor: co|ay=ay !,%mor:
4623,030600b.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,84,.,"que te has metido aquí todas las cosas , aquí encima si hombre , así , así hombre , venga toma .%mor: pro:rel|que=that pro:obj|te=you aux|habe-2S&PRES=have part|mete-PPART-m=put adv|aquí=here qn|todo-f-PL=all det:art|el&f-PL=the n|cosa&f-PL=thing cm|cm adv|aquí=here adv|encima=on_top conj|si=if co|hombre=man cm|cm adv|así=thus cm|cm adv|así=thus co|hombre=man cm|cm co|venga=come_on v|toma-3S&PRES=take .",%mor:
4624,030600b.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,92,?,"traigo el pato , quieres el pato ?%mor: v|trae-1S&PRES=carry det:art|el&m&SG=the n|pato&m=duck cm|cm v|quere-2S&PRES=want det:art|el&m&SG=the n|pato&m=duck ?",%mor:
4625,030600b.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,95,?,"(.) oye Juan , donde está el pato amarillo de Jaime ?%mor: v|oí-3S&PRES=hear n:prop|Juan cm|cm pro:rel|donde=where cop|esta-3S&PRES=be det:art|el&m&SG=the n|pato&m=duck adj|amarillo-m=yellow prep|de=of n:prop|Jaime ?",%mor:
4626,030600b.cha,spa,Linaza,CHI,3;06.00,.,.,.,Target_Child,.,.,99,.,que (.) que que .%mor: pro:rel|que=that prep|que=than pro:rel|que=that .,%mor:
4627,030600b.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,101,?,el pato amarillo de Jaime donde está ?%mor: det:art|el&m&SG=the n|pato&m=duck adj|amarillo-m=yellow prep|de=of n:prop|Jaime pro:rel|donde=where cop|esta-3S&PRES=be ?,%mor:
4628,030600b.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,104,?,el pato amarillo donde está ?%mor: det:art|el&m&SG=the n|pato&m=duck adj|amarillo-m=yellow pro:rel|donde=where cop|esta-3S&PRES=be ?,%mor:
4629,030600b.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,107,!,ah !%mor: co|ah !,%mor:
4630,030600b.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,109,.,está aquí .%mor: cop|esta-3S&PRES=be adv|aquí=here .,%mor:
4631,030600b.cha,spa,Linaza,CHI,3;06.00,.,.,.,Target_Child,.,.,111,.,ese ahí mono .%mor: det:dem|ese=that adv|ahí=there adj|mono-m=cool .,%mor:
4632,030600b.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,113,?,ven mira había una vez [/] había una vez quien ?%mor: co|ven=come co|mira=look v|habe-13S&PAS=have pro:indef|una=one v|habe-13S&PAS=have det:art|un-f=one n|vez&f=turn pro:rel|quien=who ?,%mor:
4633,030600b.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,117,.,(.) había una vez una .%mor: v|habe-13S&PAS=have det:art|un-f=one n|vez&f=turn det:art|un-f=one .,%mor:
4634,030600b.cha,spa,Linaza,CHI,3;06.00,.,.,.,Target_Child,.,.,120,.,peba@b .%mor: bab|peba .,%mor:
4635,030600b.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,122,.,que tenía .%mor: pro:rel|que=that v|tene-13S&PAS=have .,%mor:
4636,030600b.cha,spa,Linaza,CHI,3;06.00,.,.,.,Target_Child,.,.,124,.,(per)ritos .%mor: n|perro&m-DIM-PL=dog .,%mor:
4637,030600b.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,126,?,en donde ?%mor: prep|en=in pro:rel|donde=where ?,%mor:
4638,030600b.cha,spa,Linaza,CHI,3;06.00,.,.,.,Target_Child,.,.,128,.,en dande [: donde] jo .%mor: prep|en=in pro:rel|donde=where co|jo=whoa .,%mor:
4639,030600b.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,130,?,donde tenía los perritos ?%mor: pro:rel|donde=where v|tene-13S&PAS=have det:art|el&m-PL=the n|perro&m-DIM-PL=dog ?,%mor:
4640,030600b.cha,spa,Linaza,CHI,3;06.00,.,.,.,Target_Child,.,.,133,.,y a jo .%mor: coord|y=and prepart|a=to co|jo=whoa .,%mor:
4641,030600b.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,135,.,y vino el zorro .%mor: coord|y=and n|vino&m=wine det:art|el&m&SG=the n|zorro-m=fox .,%mor:
4642,030600b.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,137,?,y que le dijo a la pega ?%mor: coord|y=and pro:rel|que=that pro:ind|le&m=him v|deci-3S&PRET=say prepart|a=to det:art|el&f&SG=the n|pega&f=cement ?,%mor:
4643,030600b.cha,spa,Linaza,CHI,3;06.00,.,.,.,Target_Child,.,.,140,.,dame dame una pega .%mor: imp|da-2S&IMP~pro:clit|1S=give imp|da-2S&IMP~pro:clit|1S=give det:art|un-f=one n|pega&f=cement .,%mor:
4644,030600b.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,143,.,dame un perrito y dijo la pega .%mor: imp|da-2S&IMP~pro:clit|1S=give det:art|un&m=one n|perro&m-DIM=dog coord|y=and v|deci-3S&PRET=say det:art|el&f&SG=the n|pega&f=cement .,%mor:
4645,030600b.cha,spa,Linaza,CHI,3;06.00,.,.,.,Target_Child,.,.,146,.,dame una pega no no .%mor: imp|da-2S&IMP~pro:clit|1S=give det:art|un-f=one n|pega&f=cement adv|no=no adv|no=no .,%mor:
4646,030600b.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,149,.,no no que son .%mor: adv|no=no adv|no=no pro:rel|que=that cop|se-3P&PRES=be .,%mor:
4647,030600b.cha,spa,Linaza,CHI,3;06.00,.,.,.,Target_Child,.,.,151,.,am .%mor: co|am .,%mor:
4648,030600b.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,153,?,que son ?%mor: pro:rel|que=that cop|se-3P&PRES=be ?,%mor:
4649,030600b.cha,spa,Linaza,CHI,3;06.00,.,.,.,Target_Child,.,.,155,.,eitos [: perritos] [*] .%mor: n|perro&m-DIM-PL=dog .,%mor:
4650,030600b.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,157,.,"y entonces dijo el zorro , sí no me das un perrito voy (.) así quieres que te lo cuente así y dijo entonces el zorro , espera .%mor: coord|y=and adv|entonces=then v|deci-3S&PRET=say det:art|el&m&SG=the n|zorro-m=fox cm|cm co|sí=yes adv|no=no pro:obj|me=me v|da-2S&PRES=give det:art|un&m=one n|perro&m-DIM=dog v|i-1S&PRES=go adv|así=thus v|quere-2S&PRES=want pro:rel|que=that pro:obj|te=you pro:obj|le-m=him v|conta-13S&SUB&PRES=count_tell adv|así=thus coord|y=and v|deci-3S&PRET=say adv|entonces=then det:art|el&m&SG=the n|zorro-m=fox cm|cm v|espera-3S&PRES=wait .",%mor:
4651,030600b.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,167,.,"sí no me das un perrito , voy a cortar el árbol por un lado .%mor: co|sí=yes adv|no=no pro:obj|me=me v|da-2S&PRES=give det:art|un&m=one n|perro&m-DIM=dog cm|cm v|i-1S&PRES=go prepart|a=to inf|corta-INF=cut det:art|el&m&SG=the n|árbol&m=tree prep|por=for det:art|un&m=one n|lado&m=side .",%mor:
4652,030600b.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,173,.,"y , y , y , me voy a comer a ti y a los perritos .%mor: coord|y=and cm|cm coord|y=and cm|cm coord|y=and cm|cm pro:obj|me=me v|i-1S&PRES=go prepart|a=to inf|come-INF=eat prepart|a=to pro:prep|ti=you coord|y=and prepart|a=to det:art|el&m-PL=the n|perro&m-DIM-PL=dog .",%mor:
4653,030600b.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,179,.,"a_ver toma , ya puede estar quieto .%mor: co|a_ver v|toma-3S&PRES=take cm|cm adv|ya=already v|pode-3S&PRES=can inf|esta-INF=be adj|quieto-m=still .",%mor:
4654,030600b.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,182,?,que quieres ?%mor: pro:rel|que=that v|quere-2S&PRES=want ?,%mor:
4655,030600b.cha,spa,Linaza,CHI,3;06.00,.,.,.,Target_Child,.,.,184,.,el jua@b .%mor: det:art|el&m&SG=the bab|jua .,%mor:
4656,030600b.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,186,?,el ?%mor: det:art|el&m&SG=the ?,%mor:
4657,030600b.cha,spa,Linaza,CHI,3;06.00,.,.,.,Target_Child,.,.,188,.,e vas .%mor: coord|e=and v|i-2S&PRES=go .,%mor:
4658,030600b.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,190,?,a Pilar ?%mor: prepart|a=to n:prop|Pilar ?,%mor:
4659,030600b.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,192,?,"(.) yo lo pongo , eh ?%mor: pro:sub|yo=I pro:obj|le-m=him v|pone-1S&PRES=put cm|cm co|eh ?",%mor:
4660,030600b.cha,spa,Linaza,CHI,3;06.00,.,.,.,Target_Child,.,.,194,.,yo .%mor: pro:sub|yo=I .,%mor:
4661,030600b.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,196,?,"quien es , quien está allí ?%mor: pro:rel|quien=who cop|se-3S&PRES=be cm|cm pro:rel|quien=who cop|esta-3S&PRES=be adv|allí=there ?",%mor:
4662,030600b.cha,spa,Linaza,CHI,3;06.00,.,.,.,Target_Child,.,.,199,.,"ves , tu ves .%mor: v|ve-2S&PRES=see cm|cm det:poss|tu=your co|ves=see .",%mor:
4663,030600b.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,201,?,quien está ?%mor: pro:rel|quien=who cop|esta-3S&PRES=be ?,%mor:
4664,030600b.cha,spa,Linaza,MAD,.,.,.,.,Mother,.,.,203,.,no veo nada .%mor: adv|no=no v|ve-1S&PRES=see pro:indef|nada=nothing .,%mor:
4665,030600b.cha,spa,Linaza,CHI,3;06.00,.,.,.,Target_Child,.,.,205,.,a visto .%mor: prepart|a=to part|ve-PPART-m=see .,%mor:
4666,030600b.cha,spa,Linaza,MAD,.,.,.,.,Mother,.,.,207,.,no has visto nada .%mor: adv|no=no aux|habe-2S&PRES=have part|ve-PPART-m=see pro:indef|nada=nothing .,%mor:
4667,030600b.cha,spa,Linaza,CHI,3;06.00,.,.,.,Target_Child,.,.,210,.,ha visto (.) a cor(t)ar ese .%mor: aux|habe-3S&PRES=have part|ve-PPART-m=see prepart|a=to inf|corta-INF=cut det:dem|ese=that .,%mor:
4668,030600b.cha,spa,Linaza,MAD,.,.,.,.,Mother,.,.,213,.,"a_ver , a_ver , pero ten cuidado que las vas a romper .%mor: co|a_ver cm|cm co|a_ver cm|cm conj|pero=but imp|tene-2S&IMP=have n|cuidado&m=care prep|que=than det:art|el&f-PL=the v|i-2S&PRES=go prepart|a=to inf|rompe-INF=break .",%mor:
4669,030600b.cha,spa,Linaza,CHI,3;06.00,.,.,.,Target_Child,.,.,217,.,yo yo mi .%mor: pro:sub|yo=I pro:sub|yo=I det:poss|mi=my .,%mor:
4670,030600b.cha,spa,Linaza,MAD,.,.,.,.,Mother,.,.,219,.,xxx .,%mor:
4671,030600b.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,220,.,muy bien .%mor: adv|muy=very adv|bien=well .,%mor:
4672,030600b.cha,spa,Linaza,CHI,3;06.00,.,.,.,Target_Child,.,.,222,.,no ves a nada .%mor: adv|no=no v|ve-2S&PRES=see prepart|a=to pro:indef|nada=nothing .,%mor:
4673,030600b.cha,spa,Linaza,MAD,.,.,.,.,Mother,.,.,224,.,"no no veo nada , nada nada veo .%mor: adv|no=no adv|no=no v|ve-1S&PRES=see pro:indef|nada=nothing cm|cm v|nada-3S&PRES=swim pro:indef|nada=nothing v|ve-1S&PRES=see .",%mor:
4674,030600b.cha,spa,Linaza,CHI,3;06.00,.,.,.,Target_Child,.,.,227,.,yo yo así yo uno .%mor: pro:sub|yo=I pro:sub|yo=I adv|así=thus pro:sub|yo=I pro:indef|uno=one .,%mor:
4675,030600b.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,230,.,pero tu no las cojas hijo .%mor: conj|pero=but det:poss|tu=your adv|no=no det:art|el&f-PL=the adj|cojo-f-PL=crippled n|hijo-m=child .,%mor:
4676,030600b.cha,spa,Linaza,CHI,3;06.00,.,.,.,Target_Child,.,.,233,.,no .%mor: adv|no=no .,%mor:
4677,030600b.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,235,.,no porque le pones todos los deditos o todos los dedazos como quieras .%mor: adv|no=no conj|porque=because pro:ind|le&m=him v|pone-2S&PRES=put pro:indef|todo-m-PL=all det:art|el&m-PL=the n|dedo&m-DIM-PL=finger coord|o=or qn|todo-m-PL=all det:art|el&m-PL=the n|dedo&m-AUG-PL=finger adv|como=like v|quere-2S&SUB&PRES=want .,%mor:
4678,030600b.cha,spa,Linaza,CHI,3;06.00,.,.,.,Target_Child,.,.,241,.,una .%mor: det:art|un-f=one .,%mor:
4679,030600b.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,243,?,cual quiere ?%mor: pro:rel|cual=which v|quere-3S&PRES=want ?,%mor:
4680,030600b.cha,spa,Linaza,CHI,3;06.00,.,.,.,Target_Child,.,.,245,.,e en bar .%mor: coord|e=and prep|en=in n|bar&m=bar .,%mor:
4681,030600b.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,247,.,"quieto quieto yo las toco , tu no toques las fotos .%mor: adj|quieto-m=still adj|quieto-m=still pro:sub|yo=I pro:obj|la-f-PL=she v|toca-1S&PRES=touch cm|cm det:poss|tu=your adv|no=no v|toca-2S&SUB&PRES=touch det:art|el&f-PL=the n|foto&m-PL=photo .",%mor:
4682,030600b.cha,spa,Linaza,CHI,3;06.00,.,.,.,Target_Child,.,.,252,.,yo se .%mor: pro:sub|yo=I pro:refl|se=itself .,%mor:
4683,030600b.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,254,?,eh ?%mor: co|eh ?,%mor:
4684,030600b.cha,spa,Linaza,CHI,3;06.00,.,.,.,Target_Child,.,.,256,.,yo se toco a foto .%mor: pro:sub|yo=I pro:refl|se=itself v|toca-1S&PRES=touch prepart|a=to n|foto&m=photo .,%mor:
4685,030600b.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,259,.,tu sí que .%mor: det:poss|tu=your co|sí=yes pro:rel|que=that .,%mor:
4686,030600b.cha,spa,Linaza,CHI,3;06.00,.,.,.,Target_Child,.,.,261,.,yo sí .%mor: pro:sub|yo=I co|sí=yes .,%mor:
4687,030600b.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,263,?,tu sí tocas las fotos ?%mor: det:poss|tu=your co|sí=yes v|toca-2S&PRES=touch det:art|el&f-PL=the n|foto&m-PL=photo ?,%mor:
4688,030600b.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,266,.,"no no pongas el dedo ahí , se cogen por aquí ves , así por lo blanco hay que cogerlas siempre , por lo blanco .%mor: adv|no=no adv|no=no v|pone-2S&SUB&PRES=put det:art|el&m&SG=the n|dedo&m=finger adv|ahí=there cm|cm pro:refl|se=itself v|coge-3P&PRES=take prep|por=for adv|aquí=here v|ve-2S&PRES=see cm|cm adv|así=thus prep|por=for pro:obj|le-m=him adj|blanco-m=white v|habe-3S&PRES&SPEC=have pro:rel|que=that inf|coge-INF~pro:clit|OBJ&f&PL=take adv|siempre=always cm|cm prep|por=for pro:obj|le-m=him adj|blanco-m=white .",%mor:
4689,030600b.cha,spa,Linaza,CHI,3;06.00,.,.,.,Target_Child,.,.,275,.,donde .%mor: pro:rel|donde=where .,%mor:
4690,030600b.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,277,.,por lo blanco .%mor: prep|por=for pro:obj|le-m=him adj|blanco-m=white .,%mor:
4691,030600b.cha,spa,Linaza,CHI,3;06.00,.,.,.,Target_Child,.,.,279,.,blanco .%mor: adj|blanco-m=white .,%mor:
4692,030600b.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,281,.,"coge lo blanco , así así , muy bien así .%mor: v|coge-3S&PRES=take pro:obj|le-m=him adj|blanco-m=white cm|cm adv|así=thus adv|así=thus cm|cm adv|muy=very adv|bien=well adv|así=thus .",%mor:
4693,030600b.cha,spa,Linaza,CHI,3;06.00,.,.,.,Target_Child,.,.,285,.,así así .%mor: adv|así=thus adv|así=thus .,%mor:
4694,030600b.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,287,.,"y ahora se mete ahí , ahí .%mor: coord|y=and adv|ahora=now pro:refl|se=itself v|mete-3S&PRES=put adv|ahí=there cm|cm adv|ahí=there .",%mor:
4695,030600b.cha,spa,Linaza,CHI,3;06.00,.,.,.,Target_Child,.,.,290,.,muy bien .%mor: adv|muy=very adv|bien=well .,%mor:
4696,030600b.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,292,.,muy bien .%mor: adv|muy=very adv|bien=well .,%mor:
4697,030600b.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,294,?,"y ahora mira a_ver quien está , no se , quien es ?%mor: coord|y=and adv|ahora=now co|mira=look co|a_ver pro:rel|quien=who cop|esta-3S&PRES=be cm|cm adv|no=no pro:refl|se=itself cm|cm pro:rel|quien=who cop|se-3S&PRES=be ?",%mor:
4698,030600b.cha,spa,Linaza,CHI,3;06.00,.,.,.,Target_Child,.,.,298,.,Juan mira Juan .%mor: n:prop|Juan co|mira=look n:prop|Juan .,%mor:
4699,030600b.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,300,?,"que hace , que hace ahí Juan , que está haciendo ?%mor: pro:rel|que=that v|hace-3S&PRES=do cm|cm pro:rel|que=that v|hace-3S&PRES=do adv|ahí=there n:prop|Juan cm|cm pro:rel|que=that aux|esta-3S&PRES=be part|hace-PRPART=do ?",%mor:
4700,030600b.cha,spa,Linaza,CHI,3;06.00,.,.,.,Target_Child,.,.,304,.,mira gol .%mor: v|mira-3S&PRES=look n|gol&m=goal .,%mor:
4701,030600b.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,306,?,eh ?%mor: co|eh ?,%mor:
4702,030600b.cha,spa,Linaza,CHI,3;06.00,.,.,.,Target_Child,.,.,308,.,gol: .%mor: n|gol&m=goal .,%mor:
4703,030600b.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,311,?,gol ?%mor: n|gol&m=goal ?,%mor:
4704,030600b.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,313,.,(.) enséñasela a Mari Tere .%mor: imp|enseña-2S&IMP~pro:clit|3S&REFL~pro:clit|OBJ&f=teach prepart|a=to n:prop|Mari n:prop|Tere .,%mor:
4705,030600b.cha,spa,Linaza,CHI,3;06.00,.,.,.,Target_Child,.,.,316,.,ta .%mor: co|ta .,%mor:
4706,030600b.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,318,.,y a Jaime .%mor: coord|y=and prepart|a=to n:prop|Jaime .,%mor:
4707,030600b.cha,spa,Linaza,CHI,3;06.00,.,.,.,Target_Child,.,.,320,.,ta .%mor: co|ta .,%mor:
4708,030600b.cha,spa,Linaza,MAD,.,.,.,.,Mother,.,.,322,?,a_ver a_ver Jaime ?%mor: co|a_ver co|a_ver n:prop|Jaime ?,%mor:
4709,030600b.cha,spa,Linaza,MAD,.,.,.,.,Mother,.,.,324,.,con Juan jugando a la pelota mira gol .%mor: prep|con=with n:prop|Juan part|juga-PRPART=play prepart|a=to det:art|el&f&SG=the n|pelota&f=ball co|mira=look n|gol&m=goal .,%mor:
4710,030600b.cha,spa,Linaza,CHI,3;06.00,.,.,.,Target_Child,.,.,327,.,e tu lo ves lo ves .%mor: coord|e=and det:poss|tu=your pro:ind|le-m=him co|ves=see pro:obj|le-m=him v|ve-2S&PRES=see .,%mor:
4711,030600b.cha,spa,Linaza,MAD,.,.,.,.,Mother,.,.,330,.,"lo veo lo veo , enséñaselo a Josetxu que no lo ha visto .%mor: pro:obj|le-m=him v|ve-1S&PRES=see pro:obj|le-m=him v|ve-1S&PRES=see cm|cm imp|enseña-2S&IMP~pro:clit|3S&REFL~pro:clit|OBJ&m=teach prepart|a=to n:prop|Josetxu pro:rel|que=that adv|no=no pro:obj|le-m=him aux|habe-3S&PRES=have part|ve-PPART-m=see .",%mor:
4712,030600b.cha,spa,Linaza,CHI,3;06.00,.,.,.,Target_Child,.,.,335,.,ten ya se coge así .%mor: imp|tene-2S&IMP=have adv|ya=already pro:refl|se=itself v|coge-3S&PRES=take adv|así=thus .,%mor:
4713,030600b.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,338,?,se coge así ?%mor: pro:refl|se=itself v|coge-3S&PRES=take adv|así=thus ?,%mor:
4714,030600b.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,340,?,a_ver explicame como se coge bueno ahora cual ?%mor: co|a_ver imp|explica-2S&IMP~pro:clit|1S=explain adv|como=like pro:refl|se=itself v|coge-3S&PRES=take co|bueno=good adv|ahora=now pro:rel|cual=which ?,%mor:
4715,030600b.cha,spa,Linaza,CHI,3;06.00,.,.,.,Target_Child,.,.,344,.,en silla .%mor: prep|en=in n|silla&f=chair .,%mor:
4716,030600b.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,346,?,cuidado sientate ahí ahora ?%mor: co|cuidado=careful imp|senti-3S&IMP~pro:clit|2S=feel adv|ahí=there adv|ahora=now ?,%mor:
4717,030600b.cha,spa,Linaza,CHI,3;06.00,.,.,.,Target_Child,.,.,349,.,no mesa .%mor: adv|no=no n|mesa&f=table .,%mor:
