original_order,file,language,corpus,participant,.,sex,.,.,role,.,name,line,token,environment,tier,stem,nullovert,pre/post,animacy,person,number,tma,reference_utt,reference_turn,embedding,notes,
8102,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,2192,.,"pero si se va a caer, a_ver, vamos a ver aquí .%mor: conj|pero=but conj|si=if pro:refl|se=itself v|i-3S&PRES=go aprep|a=to inf|cae-INF=fall cm|cm co|a_ver=lets_see cm|cm v|i-1P&PRES=go aprep|a=to inf|ve-INF=see adv|aquí=here .",%mor:,0,,,,0,0,0,,,,,
8103,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,2192,v|i-3s&pres=go,"pero si se va a caer, a_ver, vamos a ver aquí .%mor: conj|pero=but conj|si=if pro:refl|se=itself v|i-3S&PRES=go aprep|a=to inf|cae-INF=fall cm|cm co|a_ver=lets_see cm|cm v|i-1P&PRES=go aprep|a=to inf|ve-INF=see adv|aquí=here .",%svd:,ir,0,,0,3,s,pres,,,,,
8104,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,2192,v|i-1p&pres=go,"pero si se va a caer, a_ver, vamos a ver aquí .%mor: conj|pero=but conj|si=if pro:refl|se=itself v|i-3S&PRES=go aprep|a=to inf|cae-INF=fall cm|cm co|a_ver=lets_see cm|cm v|i-1P&PRES=go aprep|a=to inf|ve-INF=see adv|aquí=here .",%svd:,ir,0,,1,1,p,pres,switch,switch,,,
8105,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,2196,.,"&ah es que sabes qué, los aquí no se mete(n) aquí .%mor: cop|se-3S&PRES=be pro:rel|que=that v|sabe-2S&PRES=know pro:int|qué=what cm|cm pro:head|él&m-PL=he adv|aquí=here adv|no=no pro:refl|se=itself v|mete-3P&PRES=put adv|aquí=here .",%mor:,0,,,,0,0,0,,,,,
8106,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,2196,cop|se-3s&pres=be,"&ah es que sabes qué, los aquí no se mete(n) aquí .%mor: cop|se-3S&PRES=be pro:rel|que=that v|sabe-2S&PRES=know pro:int|qué=what cm|cm pro:head|él&m-PL=he adv|aquí=here adv|no=no pro:refl|se=itself v|mete-3P&PRES=put adv|aquí=here .",%svd:,ser,na,na,na,na,na,na,na,na,na,exclude,
8107,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,2196,v|sabe-2s&pres=know,"&ah es que sabes qué, los aquí no se mete(n) aquí .%mor: cop|se-3S&PRES=be pro:rel|que=that v|sabe-2S&PRES=know pro:int|qué=what cm|cm pro:head|él&m-PL=he adv|aquí=here adv|no=no pro:refl|se=itself v|mete-3P&PRES=put adv|aquí=here .",%svd:,saber,0,,1,2,s,pres,,switch,,,
8108,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,2196,v|mete-3p&pres=put,"&ah es que sabes qué, los aquí no se mete(n) aquí .%mor: cop|se-3S&PRES=be pro:rel|que=that v|sabe-2S&PRES=know pro:int|qué=what cm|cm pro:head|él&m-PL=he adv|aquí=here adv|no=no pro:refl|se=itself v|mete-3P&PRES=put adv|aquí=here .",%svd:,meter,DP-def,,0,3,p,pres,,,,,
8109,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,2200,+...,+< necesita al +...%mor: v|necesita-3S&PRES=need aprep|a~det:art|el&m=to +...,%mor:,0,,,,0,0,0,,,,,
8110,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,2200,v|necesita-3s&pres=need,+< necesita al +...%mor: v|necesita-3S&PRES=need aprep|a~det:art|el&m=to +...,%svd:,necesitar,0,,1?,3,s,pres,,,,unclear reference,
8111,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,2202,.,no .%mor: adv|no=no .,%mor:,0,,,,0,0,0,,,,,
8112,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,2204,.,"sí, mira .%mor: co|sí=yes cm|cm co|mira=look .",%mor:,0,,,,0,0,0,,,,,
8113,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,2206,.,no .%mor: adv|no=no .,%mor:,0,,,,0,0,0,,,,,
8114,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,2208,?,ya vistes [: viste] ?%mor: adv|ya=already v|ve-2S&PRET=see ?,%mor:,0,,,,0,0,0,,,,,
8115,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,2208,v|ve-2s&pret=see,ya vistes [: viste] ?%mor: adv|ya=already v|ve-2S&PRET=see ?,%svd:,ver,na,na,na,na,na,na,na,na,na,frozen,
8116,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,2210,.,"no, son, son pa(ra) vemos una casa o algo .%mor: co|no=no cm|cm cop|se-3P&PRES=be cm|cm cop|se-3P&PRES=be prep|para=for v|ve-1P&PRES=see det:art|un-f=one n|casa&f=house coord|o=or pro:dem|algo=something .",%mor:,0,,,,0,0,0,,,,,
8117,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4;10,.,Target_Child,.,.,2210,cop|se-3p&pres=be,"no, son, son pa(ra) vemos una casa o algo .%mor: co|no=no cm|cm cop|se-3P&PRES=be cm|cm cop|se-3P&PRES=be prep|para=for v|ve-1P&PRES=see det:art|un-f=one n|casa&f=house coord|o=or pro:dem|algo=something .",%svd:,ser,na,na,na,na,na,na,na,na,na,,
8118,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4;10,.,Target_Child,.,.,2210,cop|se-3p&pres=be,"no, son, son pa(ra) vemos una casa o algo .%mor: co|no=no cm|cm cop|se-3P&PRES=be cm|cm cop|se-3P&PRES=be prep|para=for v|ve-1P&PRES=see det:art|un-f=one n|casa&f=house coord|o=or pro:dem|algo=something .",%svd:,ser,0,,0,3,p,pres,,,,,
8119,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4;10,.,Target_Child,.,.,2210,v|ve-1p&pres=see,"no, son, son pa(ra) vemos una casa o algo .%mor: co|no=no cm|cm cop|se-3P&PRES=be cm|cm cop|se-3P&PRES=be prep|para=for v|ve-1P&PRES=see det:art|un-f=one n|casa&f=house coord|o=or pro:dem|algo=something .",%svd:,ver,0,,1,1,p,pres,switch,switch,,,
8120,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,2214,.,+< sí .%mor: co|sí=yes .,%mor:,0,,,,0,0,0,,,,,
8121,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,2216,.,&a bueno .%mor: co|bueno=good .,%mor:,0,,,,0,0,0,,,,,
8122,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,2218,.,no son pa(ra) pone(r) (.) á(r)bol .%mor: adv|no=no cop|se-3P&PRES=be prep|para=for inf|pone-INF=put n|árbol&m=tree .,%mor:,0,,,,0,0,0,,,,,
8123,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4;10,.,Target_Child,.,.,2218,cop|se-3p&pres=be,no son pa(ra) pone(r) (.) á(r)bol .%mor: adv|no=no cop|se-3P&PRES=be prep|para=for inf|pone-INF=put n|árbol&m=tree .,%svd:,ser,0,,0,3,p,pres,,,,,
8124,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,2221,.,mejor ésta la pones abajo .%mor: adj|mejor=better pro:dem|éste-f=this_one det:art|el&f&SG=the v|pone-2S&PRES=put adv|abajo=below .,%mor:,0,,,,0,0,0,,,,,
8125,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,2221,v|pone-2s&pres=put,mejor ésta la pones abajo .%mor: adj|mejor=better pro:dem|éste-f=this_one det:art|el&f&SG=the v|pone-2S&PRES=put adv|abajo=below .,%svd:,poner,0,,1,2,s,pres,,,,,
8126,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,2224,.,ésta así .%mor: pro:dem|éste-f=this_one adv|así=thus .,%mor:,0,,,,0,0,0,,,,,
8127,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,2227,.,y ésta así .%mor: coord|y=and pro:dem|éste-f=this_one adv|así=thus .,%mor:,0,,,,0,0,0,,,,,
8128,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,2229,?,ahí ?%mor: adv|ahí=there ?,%mor:,0,,,,0,0,0,,,,,
8129,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,2231,.,y ésta así .%mor: coord|y=and pro:dem|éste-f=this_one adv|así=thus .,%mor:,0,,,,0,0,0,,,,,
8130,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,2233,.,ayúdame a ponel [: poner] ot(r)a cosa .%mor: imp|ayuda-2S&IMP~pro:clit|1S=help aprep|a=to inf|pone-INF=put det:indef|otro-f=other n|cosa&f=thing .,%mor:,0,,,,0,0,0,,,,,
8131,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,2236,.,pero se va a caer de todos modos .%mor: conj|pero=but pro:refl|se=itself v|i-3S&PRES=go aprep|a=to inf|cae-INF=fall prep|de=of det:indef|todo-m-PL=all n|modo&m-PL=mode .,%mor:,0,,,,0,0,0,,,,,
8132,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,2236,v|i-3s&pres=go,pero se va a caer de todos modos .%mor: conj|pero=but pro:refl|se=itself v|i-3S&PRES=go aprep|a=to inf|cae-INF=fall prep|de=of det:indef|todo-m-PL=all n|modo&m-PL=mode .,%svd:,ir,0,,0,3,s,pres,,,,,
8133,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,2240,+/.,"a_ver, es que se detienen en los +/.%mor: co|a_ver=lets_see cm|cm cop|se-3S&PRES=be pro:rel|que=that pro:refl|se=itself v|detene-3P&PRES=detain prep|en=in det:art|el&m-PL=the +/.",%mor:,0,,,,0,0,0,,,,,
8134,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,2240,cop|se-3s&pres=be,"a_ver, es que se detienen en los +/.%mor: co|a_ver=lets_see cm|cm cop|se-3S&PRES=be pro:rel|que=that pro:refl|se=itself v|detene-3P&PRES=detain prep|en=in det:art|el&m-PL=the +/.",%svd:,ser,na,na,na,na,na,na,na,na,na,exclude,
8135,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,2240,v|detene-3p&pres=detain,"a_ver, es que se detienen en los +/.%mor: co|a_ver=lets_see cm|cm cop|se-3S&PRES=be pro:rel|que=that pro:refl|se=itself v|detene-3P&PRES=detain prep|en=in det:art|el&m-PL=the +/.",%svd:,detener,0,,0?,3,p,pres,,,,unclear reference,
8136,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,2244,.,&a mira ya .%mor: co|mira=look adv|ya=already .,%mor:,0,,,,0,0,0,,,,,
8137,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,2246,.,"no, aquí mira .%mor: co|no=no cm|cm adv|aquí=here co|mira=look .",%mor:,0,,,,0,0,0,,,,,
8138,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,2248,.,no .%mor: adv|no=no .,%mor:,0,,,,0,0,0,,,,,
8139,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,2250,.,&mhm .,%mor:,0,,,,0,0,0,,,,,
8140,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,2251,?,ahí ?%mor: adv|ahí=there ?,%mor:,0,,,,0,0,0,,,,,
8141,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,2253,.,"ahí ándale mira, sí, sí (.) quedó bien .%mor: adv|ahí=there imp|anda-2S&IMP~pro:clit|3S=walk co|mira=look cm|cm co|sí=yes cm|cm co|sí=yes v|queda-3S&PRET=stay adv|bien=well .",%mor:,0,,,,0,0,0,,,,,
8142,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,2253,v|queda-3s&pret=stay,"ahí ándale mira, sí, sí (.) quedó bien .%mor: adv|ahí=there imp|anda-2S&IMP~pro:clit|3S=walk co|mira=look cm|cm co|sí=yes cm|cm co|sí=yes v|queda-3S&PRET=stay adv|bien=well .",%svd:,quedar,0,,0,3,s,pret,,,,,
8143,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,2256,.,+< &m .,%mor:,0,,,,0,0,0,,,,,
8144,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,2257,?,ya ves ?%mor: adv|ya=already v|ve-2S&PRES=see ?,%mor:,0,,,,0,0,0,,,,,
8145,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,2257,v|ve-2s&pres=see,ya ves ?%mor: adv|ya=already v|ve-2S&PRES=see ?,%svd:,ver,0,,1,2,s,pres,,,,,
8146,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,2259,.,&ah sí .%mor: co|sí=yes .,%mor:,0,,,,0,0,0,,,,,
8147,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,2261,+/.,acá hay +/.%mor: adv|acá=there v|habe-3S&PRES&SPEC=have +/.,%mor:,0,,,,0,0,0,,,,,
8148,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4;10,.,Target_Child,.,.,2261,v|habe-3s&pres&spec=have,acá hay +/.%mor: adv|acá=there v|habe-3S&PRES&SPEC=have +/.,%svd:,haber,na,na,na,na,na,na,na,na,na,exclude,
8149,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,2263,?,y qué pasó con la pizza ?%mor: coord|y=and pro:int|qué=what v|pasa-3S&PRET=pass prep|con=with det:art|el&f&SG=the n|pizza&f=pizza ?,%mor:,0,,,,0,0,0,,,,,
8150,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,2263,v|pasa-3s&pret=pass,y qué pasó con la pizza ?%mor: coord|y=and pro:int|qué=what v|pasa-3S&PRET=pass prep|con=with det:art|el&f&SG=the n|pizza&f=pizza ?,%svd:,pasar,wh,,0,3,s,pret,,,,,
8151,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,2266,.,acá hay má(s) (.) esto .%mor: adv|acá=there v|habe-3S&PRES&SPEC=have adv|más=more pro:dem|esto=this_one .,%mor:,0,,,,0,0,0,,,,,
8152,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4;10,.,Target_Child,.,.,2266,v|habe-3s&pres&spec=have,acá hay má(s) (.) esto .%mor: adv|acá=there v|habe-3S&PRES&SPEC=have adv|más=more pro:dem|esto=this_one .,%svd:,haber,na,na,na,na,na,na,na,na,na,exclude,
8153,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,2269,!,&ay !,%mor:,0,,,,0,0,0,,,,,
8154,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,2270,.,"dejó mal ot(r)a, una cosa .%mor: v|deja-3S&PRET=leave adv|mal=badly det:indef|otro-f=other cm|cm det:art|un-f=one n|cosa&f=thing .",%mor:,0,,,,0,0,0,,,,,
8155,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,2270,v|deja-3s&pret=leave,"dejó mal ot(r)a, una cosa .%mor: v|deja-3S&PRET=leave adv|mal=badly det:indef|otro-f=other cm|cm det:art|un-f=one n|cosa&f=thing .",%svd:,dejar,0,,0?,3,s,pret,,,,unclear reference,
8156,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,2273,+/?,éste +/?%mor: pro:dem|éste=this_one +/?,%mor:,0,,,,0,0,0,,,,,
8157,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,2275,?,como me veo yo ?%mor: adv|como=like pro:obj|me=me v|ve-1S&PRES=see pro:sub|yo=I ?,%mor:,0,,,,0,0,0,,,,,
8158,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4;10,.,Target_Child,.,.,2275,v|ve-1s&pres=see,como me veo yo ?%mor: adv|como=like pro:obj|me=me v|ve-1S&PRES=see pro:sub|yo=I ?,%svd:,ver,1,,1,1,s,pres,,,,,
8159,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,2277,.,"a_ver, voltea a ver .%mor: co|a_ver=lets_see cm|cm v|voltea-3S&PRES=turn_around aprep|a=to inf|ve-INF=see .",%mor:,0,,,,0,0,0,,,,,
8160,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,2277,v|voltea-3s&pres=turn_around,"a_ver, voltea a ver .%mor: co|a_ver=lets_see cm|cm v|voltea-3S&PRES=turn_around aprep|a=to inf|ve-INF=see .",%svd:,voltear,na,na,na,na,na,na,na,na,na,imperative,
8161,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,2280,.,"a_ver, pásame el espejito .%mor: co|a_ver=lets_see cm|cm imp|pasa-2S&IMP~pro:clit|1S=pass det:art|el&m&SG=the n|espejo&m-DIM=looking_glass .",%mor:,0,,,,0,0,0,,,,,
8162,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,2283,.,"a_ver, mira vete .%mor: co|a_ver=lets_see cm|cm co|mira=look imp|i-2S&IMP~pro:clit|2S=go .",%mor:,0,,,,0,0,0,,,,,
8163,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,2286,.,feliz .%mor: adj|feliz=happy .,%mor:,0,,,,0,0,0,,,,,
8164,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,2288,.,feliz como una lombriz .%mor: adj|feliz=happy adv|como=like det:art|un-f=one n|lombriz&m=tape_worm .,%mor:,0,,,,0,0,0,,,,,
8165,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,2291,.,espérate .%mor: imp|espera-2S&IMP~pro:clit|2S=wait .,%mor:,0,,,,0,0,0,,,,,
8166,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,2293,?,ahora yo ?%mor: adv|ahora=now pro:sub|yo=I ?,%mor:,0,,,,0,0,0,,,,,
8167,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,2295,.,&mhm .,%mor:,0,,,,0,0,0,,,,,
8168,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,2296,.,sí sí sí .%mor: co|sí=yes co|sí=yes co|sí=yes .,%mor:,0,,,,0,0,0,,,,,
8169,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,2298,?,sí parezco ?%mor: co|sí=yes v|parece-1S&PRES=seem ?,%mor:,0,,,,0,0,0,,,,,
8170,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,2298,v|parece-1s&pres=seem,sí parezco ?%mor: co|sí=yes v|parece-1S&PRES=seem ?,%svd:,parecer,0,,1,1,s,pres,,,,,
8171,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,2300,.,sí .%mor: co|sí=yes .,%mor:,0,,,,0,0,0,,,,,
8172,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,2302,?,payasito ?%mor: n|payaso&m-DIM=clown ?,%mor:,0,,,,0,0,0,,,,,
8173,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,2304,.,feliz como lomb(r)iz .%mor: adj|feliz=happy pro:rel|como=as n|lombriz&m=tape_worm .,%mor:,0,,,,0,0,0,,,,,
8174,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,2306,.,hay hay que hacer la pizza con queso .%mor: v|habe-3S&PRES&SPEC=have v|habe-3S&PRES&SPEC=have pro:rel|que=that inf|hace-INF=do det:art|el&f&SG=the n|pizza&f=pizza prep|con=with n|queso&m=cheese .,%mor:,0,,,,0,0,0,,,,,
8175,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4;10,.,Target_Child,.,.,2306,v|habe-3s&pres&spec=have,hay hay que hacer la pizza con queso .%mor: v|habe-3S&PRES&SPEC=have v|habe-3S&PRES&SPEC=have pro:rel|que=that inf|hace-INF=do det:art|el&f&SG=the n|pizza&f=pizza prep|con=with n|queso&m=cheese .,%svd:,haber,na,na,na,na,na,na,na,na,na,exclude,
8176,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4;10,.,Target_Child,.,.,2306,v|habe-3s&pres&spec=have,hay hay que hacer la pizza con queso .%mor: v|habe-3S&PRES&SPEC=have v|habe-3S&PRES&SPEC=have pro:rel|que=that inf|hace-INF=do det:art|el&f&SG=the n|pizza&f=pizza prep|con=with n|queso&m=cheese .,%svd:,haber,na,na,na,na,na,na,na,na,na,exclude,
8177,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,2310,.,&mhm .,%mor:,0,,,,0,0,0,,,,,
8178,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,2311,?,+< con qué te gusta ?%mor: prep|con=with pro:int|qué=what pro:obj|te=you v|gusta-3S&PRES=like ?,%mor:,0,,,,0,0,0,,,,,
8179,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4;10,.,Target_Child,.,.,2311,v|gusta-3s&pres=like,+< con qué te gusta ?%mor: prep|con=with pro:int|qué=what pro:obj|te=you v|gusta-3S&PRES=like ?,%svd:,gustar,na,na,na,na,na,na,na,na,na,gustar-type,
8180,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,2314,+...,"con queso, chile +...%mor: prep|con=with n|queso&m=cheese cm|cm n|chile&m=chili_pepper +...",%mor:,0,,,,0,0,0,,,,,
8181,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,2316,.,"+< ya, ya la hicimos (.) ya la hicimos .%mor: adv|ya=already cm|cm adv|ya=already pro:obj|la&f=she v|hace-1P&PRES&PRET=do adv|ya=already pro:obj|la&f=she v|hace-1P&PRES&PRET=do .",%mor:,0,,,,0,0,0,,,,,
8182,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4;10,.,Target_Child,.,.,2316,v|hace-1p&pres&pret=do,"+< ya, ya la hicimos (.) ya la hicimos .%mor: adv|ya=already cm|cm adv|ya=already pro:obj|la&f=she v|hace-1P&PRES&PRET=do adv|ya=already pro:obj|la&f=she v|hace-1P&PRES&PRET=do .",%svd:,hacer,0,,1,1,p,pres,,,,,
8183,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4;10,.,Target_Child,.,.,2316,v|hace-1p&pres&pret=do,"+< ya, ya la hicimos (.) ya la hicimos .%mor: adv|ya=already cm|cm adv|ya=already pro:obj|la&f=she v|hace-1P&PRES&PRET=do adv|ya=already pro:obj|la&f=she v|hace-1P&PRES&PRET=do .",%svd:,hacer,na,na,na,na,na,na,na,na,na,repetition,
8184,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,2320,+...,"+, jamón +...%mor: n|jamón&m=ham +...",%mor:,0,,,,0,0,0,,,,,
8185,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,2322,.,"+< vas &s vas a ya yo, ya .%mor: v|i-2S&PRES=go v|i-2S&PRES=go aprep|a=to adv|ya=already pro:sub|yo=I cm|cm adv|ya=already .",%mor:,0,,,,0,0,0,,,,,
8186,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4;10,.,Target_Child,.,.,2322,v|i-2s&pres=go,"+< vas &s vas a ya yo, ya .%mor: v|i-2S&PRES=go v|i-2S&PRES=go aprep|a=to adv|ya=already pro:sub|yo=I cm|cm adv|ya=already .",%svd:,ir,na,na,na,na,na,na,na,na,na,false start,
8187,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4;10,.,Target_Child,.,.,2322,v|i-2s&pres=go,"+< vas &s vas a ya yo, ya .%mor: v|i-2S&PRES=go v|i-2S&PRES=go aprep|a=to adv|ya=already pro:sub|yo=I cm|cm adv|ya=already .",%svd:,ir,na,na,na,na,na,na,na,na,na,false start,
8188,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,2325,?,y tú con qué le pusiste ?%mor: coord|y=and pro:sub|tú=you prep|con=with pro:int|qué=what pro:ind|le=him v|pone-2S&PRET=put ?,%mor:,0,,,,0,0,0,,,,,
8189,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,2325,v|pone-2s&pret=put,y tú con qué le pusiste ?%mor: coord|y=and pro:sub|tú=you prep|con=with pro:int|qué=what pro:ind|le=him v|pone-2S&PRET=put ?,%svd:,poner,1,,1,2,s,pret,,,,,
8190,SLV-2008-06-25-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,2328,.,"yo no le xx, usted le puso todo .%mor: pro:sub|yo=I adv|no=no pro:ind|le=him cm|cm pro:sub|usted=you pro:ind|le=him v|pone-3S&PRET=put pro:indef|todo-m=all .",%mor:,0,,,,0,0,0,,,,,
