original_order,file,filetype,language,corpus,participant,.,sex,.,.,role,.,name,line,token,environment,tier,stem,nullovert,animacy,person,number,tma,reference_utt,reference_turn,embedding,notes
9907,LPB-SDS-2019-02-04-biling2-SDS.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,667,v|ve-2s&pres=see,pero un nutricioni(s)ta si te ve(s) así con la(s) caderas afuera .%mor: conj|pero=but det:art|un&m=one n|nutricionista&m=nutritionist conj|si=if pro:obj|te=you v|ve-2S&PRES=see adv|así=thus prep|con=with det:art|el&f-PL=the n|cadera&f-PL=hip adv|afuera=outside .,%svd:,ver,0,1,2?,s,pres,,,,morfological error
9908,LPB-SDS-2019-02-04-biling2-SDS.cha,mot-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,672,.,"sí, no .%mor: co|sí=yes cm|cm co|no=no .",%mor:,0,,,0,0,0,,,,
9909,LPB-SDS-2019-02-04-biling2-SDS.cha,mot-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,676,.,"si, si no da, si no hay señal de alerta e(s) poco profesional .%mor: conj|si=if cm|cm conj|si=if adv|no=no v|da-3S&PRES=give cm|cm conj|si=if adv|no=no v|habe-3S&PRES&SPEC=have n|señal&f=sign prep|de=of v|alerta-3S&PRES=alert cop|se-3S&PRES=be adv|poco=few adj|profesional=professional .",%mor:,0,,,0,0,0,,,,
9910,LPB-SDS-2019-02-04-biling2-SDS.cha,mot-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,676,v|da-3s&pres=give,"si, si no da, si no hay señal de alerta e(s) poco profesional .%mor: conj|si=if cm|cm conj|si=if adv|no=no v|da-3S&PRES=give cm|cm conj|si=if adv|no=no v|habe-3S&PRES&SPEC=have n|señal&f=sign prep|de=of v|alerta-3S&PRES=alert cop|se-3S&PRES=be adv|poco=few adj|profesional=professional .",%svd:,dar,na,na,na,na,na,na,na,na,false start
9911,LPB-SDS-2019-02-04-biling2-SDS.cha,mot-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,676,v|habe-3s&pres&spec=have,"si, si no da, si no hay señal de alerta e(s) poco profesional .%mor: conj|si=if cm|cm conj|si=if adv|no=no v|da-3S&PRES=give cm|cm conj|si=if adv|no=no v|habe-3S&PRES&SPEC=have n|señal&f=sign prep|de=of v|alerta-3S&PRES=alert cop|se-3S&PRES=be adv|poco=few adj|profesional=professional .",%svd:,haber,na,na,na,na,na,na,na,na,exclude
9912,LPB-SDS-2019-02-04-biling2-SDS.cha,mot-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,676,v|alerta-3s&pres=alert,"si, si no da, si no hay señal de alerta e(s) poco profesional .%mor: conj|si=if cm|cm conj|si=if adv|no=no v|da-3S&PRES=give cm|cm conj|si=if adv|no=no v|habe-3S&PRES&SPEC=have n|señal&f=sign prep|de=of v|alerta-3S&PRES=alert cop|se-3S&PRES=be adv|poco=few adj|profesional=professional .",%svd:,alertar,na,na,na,na,na,na,na,na,tag error
9913,LPB-SDS-2019-02-04-biling2-SDS.cha,mot-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,676,cop|se-3s&pres=be,"si, si no da, si no hay señal de alerta e(s) poco profesional .%mor: conj|si=if cm|cm conj|si=if adv|no=no v|da-3S&PRES=give cm|cm conj|si=if adv|no=no v|habe-3S&PRES&SPEC=have n|señal&f=sign prep|de=of v|alerta-3S&PRES=alert cop|se-3S&PRES=be adv|poco=few adj|profesional=professional .",%svd:,ser,0,1,3,s,pres,,,,
9914,LPB-SDS-2019-02-04-biling2-SDS.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,681,cop|se-3s&pres=be,"claro, claro eso, eso e(s) lo que a mí me parecía +/.%mor: co|claro=obvious cm|cm co|claro=obvious pro:dem|eso=that_one cm|cm pro:dem|eso=that_one cop|se-3S&PRES=be pro:obj|lo&m=him pro:rel|que=that aprep|a=to pro:prep|mí=me pro:obj|me=me v|parece-13S&PAS=seem +/.",%mor:,0,,,0,0,0,,,,
9914,LPB-SDS-2019-02-04-biling2-SDS.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,681,cop|se-3s&pres=be,"claro, claro eso, eso e(s) lo que a mí me parecía +/.%mor: co|claro=obvious cm|cm co|claro=obvious pro:dem|eso=that_one cm|cm pro:dem|eso=that_one cop|se-3S&PRES=be pro:obj|lo&m=him pro:rel|que=that aprep|a=to pro:prep|mí=me pro:obj|me=me v|parece-13S&PAS=seem +/.",%svd:,ser,DP-dem,0,3,s,pres,,,,
9915,LPB-SDS-2019-02-04-biling2-SDS.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,681,v|parece-13s&pas=seem,"claro, claro eso, eso e(s) lo que a mí me parecía +/.%mor: co|claro=obvious cm|cm co|claro=obvious pro:dem|eso=that_one cm|cm pro:dem|eso=that_one cop|se-3S&PRES=be pro:obj|lo&m=him pro:rel|que=that aprep|a=to pro:prep|mí=me pro:obj|me=me v|parece-13S&PAS=seem +/.",%svd:,parecer,na,na,na,na,na,na,na,na,gustar-type verb
9916,LPB-SDS-2019-02-04-biling2-SDS.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,686,v|parece-3s&pres=seem,me parece +/.%mor: pro:obj|me=me v|parece-3S&PRES=seem +/.,%mor:,0,,,0,0,0,,,,
9916,LPB-SDS-2019-02-04-biling2-SDS.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,686,v|parece-3s&pres=seem,me parece +/.%mor: pro:obj|me=me v|parece-3S&PRES=seem +/.,%svd:,parecer,na,na,na,na,na,na,na,na,gustar-type verb
9917,LPB-SDS-2019-02-04-biling2-SDS.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,688,?,"me sigue pareciendo, me sigue pareciendo, me sigue sonando, me sigue diciendo algo pasó que ella &sa se lo sabía, se lo tragó, qué pasó ?%mor: pro:obj|me=me v|segui-3S&PRES=follow part|parece-PROG=seem cm|cm pro:obj|me=me v|segui-3S&PRES=follow part|parece-PROG=seem cm|cm pro:obj|me=me v|segui-3S&PRES=follow part|sona-PROG=sound cm|cm pro:obj|me=me v|segui-3S&PRES=follow part|deci-PROG=say pro:dem|algo=something v|pasa-3S&PRET=pass prep|que=than pro:sub|ello-f=he pro:refl|se=itself pro:obj|lo&m=him v|sabe-13S&PAS=know cm|cm pro:refl|se=itself pro:obj|lo&m=him v|traga-3S&PRET=swallow cm|cm pro:int|qué=what v|pasa-3S&PRET=pass ?",%mor:,0,,,0,0,0,,,,
9918,LPB-SDS-2019-02-04-biling2-SDS.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,688,v|segui-3s&pres=follow,"me sigue pareciendo, me sigue pareciendo, me sigue sonando, me sigue diciendo algo pasó que ella &sa se lo sabía, se lo tragó, qué pasó ?%mor: pro:obj|me=me v|segui-3S&PRES=follow part|parece-PROG=seem cm|cm pro:obj|me=me v|segui-3S&PRES=follow part|parece-PROG=seem cm|cm pro:obj|me=me v|segui-3S&PRES=follow part|sona-PROG=sound cm|cm pro:obj|me=me v|segui-3S&PRES=follow part|deci-PROG=say pro:dem|algo=something v|pasa-3S&PRET=pass prep|que=than pro:sub|ello-f=he pro:refl|se=itself pro:obj|lo&m=him v|sabe-13S&PAS=know cm|cm pro:refl|se=itself pro:obj|lo&m=him v|traga-3S&PRET=swallow cm|cm pro:int|qué=what v|pasa-3S&PRET=pass ?",%svd:,seguir,na,na,na,na,na,na,na,na,gustar-type verb
9919,LPB-SDS-2019-02-04-biling2-SDS.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,688,v|segui-3s&pres=follow,"me sigue pareciendo, me sigue pareciendo, me sigue sonando, me sigue diciendo algo pasó que ella &sa se lo sabía, se lo tragó, qué pasó ?%mor: pro:obj|me=me v|segui-3S&PRES=follow part|parece-PROG=seem cm|cm pro:obj|me=me v|segui-3S&PRES=follow part|parece-PROG=seem cm|cm pro:obj|me=me v|segui-3S&PRES=follow part|sona-PROG=sound cm|cm pro:obj|me=me v|segui-3S&PRES=follow part|deci-PROG=say pro:dem|algo=something v|pasa-3S&PRET=pass prep|que=than pro:sub|ello-f=he pro:refl|se=itself pro:obj|lo&m=him v|sabe-13S&PAS=know cm|cm pro:refl|se=itself pro:obj|lo&m=him v|traga-3S&PRET=swallow cm|cm pro:int|qué=what v|pasa-3S&PRET=pass ?",%svd:,seguir,na,na,na,na,na,na,na,na,gustar-type verb
9920,LPB-SDS-2019-02-04-biling2-SDS.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,688,v|segui-3s&pres=follow,"me sigue pareciendo, me sigue pareciendo, me sigue sonando, me sigue diciendo algo pasó que ella &sa se lo sabía, se lo tragó, qué pasó ?%mor: pro:obj|me=me v|segui-3S&PRES=follow part|parece-PROG=seem cm|cm pro:obj|me=me v|segui-3S&PRES=follow part|parece-PROG=seem cm|cm pro:obj|me=me v|segui-3S&PRES=follow part|sona-PROG=sound cm|cm pro:obj|me=me v|segui-3S&PRES=follow part|deci-PROG=say pro:dem|algo=something v|pasa-3S&PRET=pass prep|que=than pro:sub|ello-f=he pro:refl|se=itself pro:obj|lo&m=him v|sabe-13S&PAS=know cm|cm pro:refl|se=itself pro:obj|lo&m=him v|traga-3S&PRET=swallow cm|cm pro:int|qué=what v|pasa-3S&PRET=pass ?",%svd:,seguir,na,na,na,na,na,na,na,na,gustar-type verb
9921,LPB-SDS-2019-02-04-biling2-SDS.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,688,v|segui-3s&pres=follow,"me sigue pareciendo, me sigue pareciendo, me sigue sonando, me sigue diciendo algo pasó que ella &sa se lo sabía, se lo tragó, qué pasó ?%mor: pro:obj|me=me v|segui-3S&PRES=follow part|parece-PROG=seem cm|cm pro:obj|me=me v|segui-3S&PRES=follow part|parece-PROG=seem cm|cm pro:obj|me=me v|segui-3S&PRES=follow part|sona-PROG=sound cm|cm pro:obj|me=me v|segui-3S&PRES=follow part|deci-PROG=say pro:dem|algo=something v|pasa-3S&PRET=pass prep|que=than pro:sub|ello-f=he pro:refl|se=itself pro:obj|lo&m=him v|sabe-13S&PAS=know cm|cm pro:refl|se=itself pro:obj|lo&m=him v|traga-3S&PRET=swallow cm|cm pro:int|qué=what v|pasa-3S&PRET=pass ?",%svd:,seguir,na,na,na,na,na,na,na,na,gustar-type verb
9922,LPB-SDS-2019-02-04-biling2-SDS.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,688,v|pasa-3s&pret=pass,"me sigue pareciendo, me sigue pareciendo, me sigue sonando, me sigue diciendo algo pasó que ella &sa se lo sabía, se lo tragó, qué pasó ?%mor: pro:obj|me=me v|segui-3S&PRES=follow part|parece-PROG=seem cm|cm pro:obj|me=me v|segui-3S&PRES=follow part|parece-PROG=seem cm|cm pro:obj|me=me v|segui-3S&PRES=follow part|sona-PROG=sound cm|cm pro:obj|me=me v|segui-3S&PRES=follow part|deci-PROG=say pro:dem|algo=something v|pasa-3S&PRET=pass prep|que=than pro:sub|ello-f=he pro:refl|se=itself pro:obj|lo&m=him v|sabe-13S&PAS=know cm|cm pro:refl|se=itself pro:obj|lo&m=him v|traga-3S&PRET=swallow cm|cm pro:int|qué=what v|pasa-3S&PRET=pass ?",%svd:,pasar,DP-indef?,0,3,s,pret,,,,
9923,LPB-SDS-2019-02-04-biling2-SDS.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,688,v|sabe-13s&pas=know,"me sigue pareciendo, me sigue pareciendo, me sigue sonando, me sigue diciendo algo pasó que ella &sa se lo sabía, se lo tragó, qué pasó ?%mor: pro:obj|me=me v|segui-3S&PRES=follow part|parece-PROG=seem cm|cm pro:obj|me=me v|segui-3S&PRES=follow part|parece-PROG=seem cm|cm pro:obj|me=me v|segui-3S&PRES=follow part|sona-PROG=sound cm|cm pro:obj|me=me v|segui-3S&PRES=follow part|deci-PROG=say pro:dem|algo=something v|pasa-3S&PRET=pass prep|que=than pro:sub|ello-f=he pro:refl|se=itself pro:obj|lo&m=him v|sabe-13S&PAS=know cm|cm pro:refl|se=itself pro:obj|lo&m=him v|traga-3S&PRET=swallow cm|cm pro:int|qué=what v|pasa-3S&PRET=pass ?",%svd:,saber,1,1,3,s,pas,switch?,switch?,,
9924,LPB-SDS-2019-02-04-biling2-SDS.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,688,v|traga-3s&pret=swallow,"me sigue pareciendo, me sigue pareciendo, me sigue sonando, me sigue diciendo algo pasó que ella &sa se lo sabía, se lo tragó, qué pasó ?%mor: pro:obj|me=me v|segui-3S&PRES=follow part|parece-PROG=seem cm|cm pro:obj|me=me v|segui-3S&PRES=follow part|parece-PROG=seem cm|cm pro:obj|me=me v|segui-3S&PRES=follow part|sona-PROG=sound cm|cm pro:obj|me=me v|segui-3S&PRES=follow part|deci-PROG=say pro:dem|algo=something v|pasa-3S&PRET=pass prep|que=than pro:sub|ello-f=he pro:refl|se=itself pro:obj|lo&m=him v|sabe-13S&PAS=know cm|cm pro:refl|se=itself pro:obj|lo&m=him v|traga-3S&PRET=swallow cm|cm pro:int|qué=what v|pasa-3S&PRET=pass ?",%svd:,tragar,0,1,3,s,pret,same,same,,
9925,LPB-SDS-2019-02-04-biling2-SDS.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,688,v|pasa-3s&pret=pass,"me sigue pareciendo, me sigue pareciendo, me sigue sonando, me sigue diciendo algo pasó que ella &sa se lo sabía, se lo tragó, qué pasó ?%mor: pro:obj|me=me v|segui-3S&PRES=follow part|parece-PROG=seem cm|cm pro:obj|me=me v|segui-3S&PRES=follow part|parece-PROG=seem cm|cm pro:obj|me=me v|segui-3S&PRES=follow part|sona-PROG=sound cm|cm pro:obj|me=me v|segui-3S&PRES=follow part|deci-PROG=say pro:dem|algo=something v|pasa-3S&PRET=pass prep|que=than pro:sub|ello-f=he pro:refl|se=itself pro:obj|lo&m=him v|sabe-13S&PAS=know cm|cm pro:refl|se=itself pro:obj|lo&m=him v|traga-3S&PRET=swallow cm|cm pro:int|qué=what v|pasa-3S&PRET=pass ?",%svd:,pasar,wh,0,3,s,pret,,,,
9926,LPB-SDS-2019-02-04-biling2-SDS.cha,mot-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,698,.,sí .%mor: co|sí=yes .,%mor:,0,,,0,0,0,,,,
9927,LPB-SDS-2019-02-04-biling2-SDS.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,700,v|quere-3s&pret=want,o capa(z) que ella no quiso decir nada acá porque pensó +/.%mor: coord|o=or adj|capaz=capable pro:rel|que=that pro:sub|ello-f=he co|no=no v|quere-3S&PRET=want inf|deci-INF=say pro:indef|nada=nothing adv|acá=there conj|porque=because v|pensa-3S&PRET=think +/.,%mor:,0,,,0,0,0,,,,
9927,LPB-SDS-2019-02-04-biling2-SDS.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,700,v|quere-3s&pret=want,o capa(z) que ella no quiso decir nada acá porque pensó +/.%mor: coord|o=or adj|capaz=capable pro:rel|que=that pro:sub|ello-f=he co|no=no v|quere-3S&PRET=want inf|deci-INF=say pro:indef|nada=nothing adv|acá=there conj|porque=because v|pensa-3S&PRET=think +/.,%svd:,querer,1,1,3,s,pret,,same,,
9928,LPB-SDS-2019-02-04-biling2-SDS.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,700,v|pensa-3s&pret=think,o capa(z) que ella no quiso decir nada acá porque pensó +/.%mor: coord|o=or adj|capaz=capable pro:rel|que=that pro:sub|ello-f=he co|no=no v|quere-3S&PRET=want inf|deci-INF=say pro:indef|nada=nothing adv|acá=there conj|porque=because v|pensa-3S&PRET=think +/.,%svd:,pensar,0,1,3,s,pret,same,same,,
9929,LPB-SDS-2019-02-04-biling2-SDS.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,707,.,"bueno, el procedimiento es apartar .%mor: co|bueno=good cm|cm det:art|el&m&SG=the n|procedimiento&m=procedure cop|se-3S&PRES=be inf|aparta-INF=separate .",%mor:,0,,,0,0,0,,,,
9930,LPB-SDS-2019-02-04-biling2-SDS.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,707,cop|se-3s&pres=be,"bueno, el procedimiento es apartar .%mor: co|bueno=good cm|cm det:art|el&m&SG=the n|procedimiento&m=procedure cop|se-3S&PRES=be inf|aparta-INF=separate .",%svd:,ser,DP-def,0,3,s,pres,,,,
9931,LPB-SDS-2019-02-04-biling2-SDS.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,710,?,verda(d) ?%mor: co|verdad=right ?,%mor:,0,,,0,0,0,,,,
9932,LPB-SDS-2019-02-04-biling2-SDS.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,712,.,para que la cadena se corte de esa enfermeda(d) .%mor: prep|para=for pro:rel|que=that det:art|el&f&SG=the n|cadena&f=chain pro:refl|se=itself v|corta-13S&SUB&PRES=cut prep|de=of det:dem|ese-f=that n|enfermedad&f=illness .,%mor:,0,,,0,0,0,,,,
9933,LPB-SDS-2019-02-04-biling2-SDS.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,712,v|corta-13s&sub&pres=cut,para que la cadena se corte de esa enfermeda(d) .%mor: prep|para=for pro:rel|que=that det:art|el&f&SG=the n|cadena&f=chain pro:refl|se=itself v|corta-13S&SUB&PRES=cut prep|de=of det:dem|ese-f=that n|enfermedad&f=illness .,%svd:,cortar,DP-def,0,1,s,sub&pres,,,,
9934,LPB-SDS-2019-02-04-biling2-SDS.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,716,.,"pero ella capa(z) que tenía miedo que se le sacan lo(s) chico(s), que no lo(s) viera má(s) .%mor: conj|pero=but pro:sub|ello-f=he adj|capaz=capable conj|que=that v|tene-13S&PAS=have n|miedo&m=fear pro:rel|que=that pro:refl|se=itself pro:ind|le=him v|saca-3P&PRES=bring_out det:art|el&m-PL=the n|chico-m-PL=child cm|cm prep|que=than adv|no=no pro:obj|él&m-PL=he v|ve-13S&SUB&PAS=see adv|más=more .",%mor:,0,,,0,0,0,,,,
9935,LPB-SDS-2019-02-04-biling2-SDS.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,716,v|tene-13s&pas=have,"pero ella capa(z) que tenía miedo que se le sacan lo(s) chico(s), que no lo(s) viera má(s) .%mor: conj|pero=but pro:sub|ello-f=he adj|capaz=capable conj|que=that v|tene-13S&PAS=have n|miedo&m=fear pro:rel|que=that pro:refl|se=itself pro:ind|le=him v|saca-3P&PRES=bring_out det:art|el&m-PL=the n|chico-m-PL=child cm|cm prep|que=than adv|no=no pro:obj|él&m-PL=he v|ve-13S&SUB&PAS=see adv|más=more .",%svd:,tener,1,1,1,s,pas,,switch,,
9936,LPB-SDS-2019-02-04-biling2-SDS.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,716,v|saca-3p&pres=bring_out,"pero ella capa(z) que tenía miedo que se le sacan lo(s) chico(s), que no lo(s) viera má(s) .%mor: conj|pero=but pro:sub|ello-f=he adj|capaz=capable conj|que=that v|tene-13S&PAS=have n|miedo&m=fear pro:rel|que=that pro:refl|se=itself pro:ind|le=him v|saca-3P&PRES=bring_out det:art|el&m-PL=the n|chico-m-PL=child cm|cm prep|que=than adv|no=no pro:obj|él&m-PL=he v|ve-13S&SUB&PAS=see adv|más=more .",%svd:,sacar,na,na,na,na,na,na,na,na,ge
9937,LPB-SDS-2019-02-04-biling2-SDS.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,716,v|ve-13s&sub&pas=see,"pero ella capa(z) que tenía miedo que se le sacan lo(s) chico(s), que no lo(s) viera má(s) .%mor: conj|pero=but pro:sub|ello-f=he adj|capaz=capable conj|que=that v|tene-13S&PAS=have n|miedo&m=fear pro:rel|que=that pro:refl|se=itself pro:ind|le=him v|saca-3P&PRES=bring_out det:art|el&m-PL=the n|chico-m-PL=child cm|cm prep|que=than adv|no=no pro:obj|él&m-PL=he v|ve-13S&SUB&PAS=see adv|más=more .",%svd:,ver,0,1,3,s,pas,switch,switch,,
9938,LPB-SDS-2019-02-04-biling2-SDS.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,723,.,y bueno e(s) lo que e(s)tá pasando igual ahora .%mor: coord|y=and co|bueno=good cop|se-3S&PRES=be pro:obj|lo&m=him pro:rel|que=that cop|esta-3S&PRES=be part|pasa-PROG=pass co|igual=equal adv|ahora=now .,%mor:,0,,,0,0,0,,,,
9939,LPB-SDS-2019-02-04-biling2-SDS.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,723,cop|se-3s&pres=be,y bueno e(s) lo que e(s)tá pasando igual ahora .%mor: coord|y=and co|bueno=good cop|se-3S&PRES=be pro:obj|lo&m=him pro:rel|que=that cop|esta-3S&PRES=be part|pasa-PROG=pass co|igual=equal adv|ahora=now .,%svd:,ser,na,na,na,na,na,na,na,na,clausal referent
9940,LPB-SDS-2019-02-04-biling2-SDS.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,723,cop|esta-3s&pres=be,y bueno e(s) lo que e(s)tá pasando igual ahora .%mor: coord|y=and co|bueno=good cop|se-3S&PRES=be pro:obj|lo&m=him pro:rel|que=that cop|esta-3S&PRES=be part|pasa-PROG=pass co|igual=equal adv|ahora=now .,%svd:,estar,na,na,na,na,na,na,na,na,lo que
9941,LPB-SDS-2019-02-04-biling2-SDS.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,727,.,hace como un me(s) que está internada .%mor: v|hace-3S&PRES=do adv|como=like det:art|un&m=one n|mes&m=month pro:rel|que=that cop|esta-3S&PRES=be part|interna-PPART-f=admit into .,%mor:,0,,,0,0,0,,,,
9942,LPB-SDS-2019-02-04-biling2-SDS.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,727,v|hace-3s&pres=do,hace como un me(s) que está internada .%mor: v|hace-3S&PRES=do adv|como=like det:art|un&m=one n|mes&m=month pro:rel|que=that cop|esta-3S&PRES=be part|interna-PPART-f=admit into .,%svd:,hacer,na,na,na,na,na,na,na,na,exclude
9943,LPB-SDS-2019-02-04-biling2-SDS.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,727,cop|esta-3s&pres=be,hace como un me(s) que está internada .%mor: v|hace-3S&PRES=do adv|como=like det:art|un&m=one n|mes&m=month pro:rel|que=that cop|esta-3S&PRES=be part|interna-PPART-f=admit into .,%svd:,estar,0,1,3,s,pres,,same,,
9944,LPB-SDS-2019-02-04-biling2-SDS.cha,mot-inv,spa,change_corpus_later,CHI,4;08.,female,.,.,Target_Child,.,.,731,.,+< mamá .%mor: n|mamá&f=mommy .,%mor:,0,,,0,0,0,,,,
9945,LPB-SDS-2019-02-04-biling2-SDS.cha,mot-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,733,.,qué ojo .%mor: pro:int|qué=what n|ojo&m=eye .,%mor:,0,,,0,0,0,,,,
9946,LPB-SDS-2019-02-04-biling2-SDS.cha,mot-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,735,.,quiere xxx .%mor: v|quere-3S&PRES=want .,%mor:,0,,,0,0,0,,,,
9947,LPB-SDS-2019-02-04-biling2-SDS.cha,mot-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,735,v|quere-3s&pres=want,quiere xxx .%mor: v|quere-3S&PRES=want .,%svd:,querer,na,na,na,na,na,na,na,na,can't analyze
9948,LPB-SDS-2019-02-04-biling2-SDS.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,737,v|hace-3s&pres=do,"hace un mes, hace +/.%mor: v|hace-3S&PRES=do det:art|un&m=one n|mes&m=month cm|cm v|hace-3S&PRES=do +/.",%mor:,0,,,0,0,0,,,,
9948,LPB-SDS-2019-02-04-biling2-SDS.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,737,v|hace-3s&pres=do,"hace un mes, hace +/.%mor: v|hace-3S&PRES=do det:art|un&m=one n|mes&m=month cm|cm v|hace-3S&PRES=do +/.",%svd:,hacer,na,na,na,na,na,na,na,na,exclude
9949,LPB-SDS-2019-02-04-biling2-SDS.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,737,v|hace-3s&pres=do,"hace un mes, hace +/.%mor: v|hace-3S&PRES=do det:art|un&m=one n|mes&m=month cm|cm v|hace-3S&PRES=do +/.",%svd:,hacer,na,na,na,na,na,na,na,na,exclude
9950,LPB-SDS-2019-02-04-biling2-SDS.cha,mot-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,740,.,xxx mamá .%mor: n|mamá&f=mommy .,%mor:,0,,,0,0,0,,,,
9951,LPB-SDS-2019-02-04-biling2-SDS.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,742,.,"hace un me(s) que e(s)tá internada y hace un me(s) que no ve a lo(s), a sus hijos .%mor: v|hace-3S&PRES=do det:art|un&m=one n|mes&m=month pro:rel|que=that cop|esta-3S&PRES=be part|interna-PPART-f=admit into coord|y=and v|hace-3S&PRES=do det:art|un&m=one n|mes&m=month prep|que=than adv|no=no v|ve-3S&PRES=see aprep|a=to det:art|el&m-PL=the cm|cm aprep|a=to det:poss|su&3S-PL=his n|hijo-m-PL=child .",%mor:,0,,,0,0,0,,,,
9952,LPB-SDS-2019-02-04-biling2-SDS.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,742,v|hace-3s&pres=do,"hace un me(s) que e(s)tá internada y hace un me(s) que no ve a lo(s), a sus hijos .%mor: v|hace-3S&PRES=do det:art|un&m=one n|mes&m=month pro:rel|que=that cop|esta-3S&PRES=be part|interna-PPART-f=admit into coord|y=and v|hace-3S&PRES=do det:art|un&m=one n|mes&m=month prep|que=than adv|no=no v|ve-3S&PRES=see aprep|a=to det:art|el&m-PL=the cm|cm aprep|a=to det:poss|su&3S-PL=his n|hijo-m-PL=child .",%svd:,hacer,na,na,na,na,na,na,na,na,exclude
9953,LPB-SDS-2019-02-04-biling2-SDS.cha,mot-inv,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,742,cop|esta-3s&pres=be,"hace un me(s) que e(s)tá internada y hace un me(s) que no ve a lo(s), a sus hijos .%mor: v|hace-3S&PRES=do det:art|un&m=one n|mes&m=month pro:rel|que=that cop|esta-3S&PRES=be part|interna-PPART-f=admit into coord|y=and v|hace-3S&PRES=do det:art|un&m=one n|mes&m=month prep|que=than adv|no=no v|ve-3S&PRES=see aprep|a=to det:art|el&m-PL=the cm|cm aprep|a=to det:poss|su&3S-PL=his n|hijo-m-PL=child .",%svd:,estar,0,1,3,s,pres,,,,
